"","h1","h2","h3","inj12","inj3","fr","rep","sev"
"GM40438",1,1,0,0,0,0,1,0
"GM49359",0,1,1,0,1,1,0,0
"GM47373",1,1,0,0,0,0,0,1
"GM48825",1,0,1,0,0,0,0,1
"GM47152",1,0,0,1,1,1,0,0
"GM30655",0,0,1,0,0,1,0,1
"GM40271",1,0,0,0,1,1,1,0
"4930448F12RIK",1,1,0,0,1,1,1,0
"GM49366",1,1,1,0,0,0,1,0
"GM47157",1,1,0,0,1,0,0,1
"GM47819",1,1,1,0,0,0,1,1
"GM47792",1,1,1,1,0,0,1,0
"GM48102",0,0,0,0,1,1,1,1
"GM19792",0,0,1,0,0,1,0,0
"GM47249",1,1,1,1,0,0,0,0
"GM29675",0,1,1,0,0,1,1,0
"GM48479",1,1,0,0,0,0,0,1
"GM47847",0,0,1,0,1,0,1,0
"GM47453",1,1,1,0,0,0,1,0
"GM48079",0,1,1,0,0,0,1,0
"GM48807",0,0,1,0,0,0,0,1
"GM36264",0,1,1,0,0,0,1,0
"GM34047",0,0,1,0,1,1,1,1
"GM29687",0,0,1,0,0,0,1,1
"GM40987",0,1,1,0,1,0,0,0
"AU017674",0,0,1,0,0,1,1,1
"GM33929",1,0,1,0,0,0,0,1
"GM46355",1,0,1,0,1,1,0,0
"GM48606",1,0,0,0,0,0,1,0
"GM36287",1,1,1,0,0,0,1,0
"GM48287",1,1,0,0,0,1,0,1
"9530014B07RIK",0,1,0,0,1,0,0,1
"GM48715",1,0,0,0,0,0,1,0
"GM45941",0,1,1,0,1,1,1,0
"GM48166",0,1,1,0,1,1,1,0
"GM47118",0,0,0,0,0,1,0,0
"7420701I03RIK",0,0,1,0,0,0,1,1
"1700020D12RIK",1,0,0,0,1,1,1,0
"GM48558",1,1,0,0,0,0,1,0
"4930404H11RIK",1,1,1,0,0,0,1,0
"GM36756",0,0,1,0,0,1,1,0
"4930448C13RIK",0,1,1,1,1,0,0,0
"GM47076",0,0,0,0,1,1,1,0
"GM35725",0,0,1,0,0,1,0,0
"AC163354.1",0,0,1,0,0,0,0,0
"GM29676",1,1,1,0,1,1,0,0
"1700015C15RIK",0,0,0,0,1,1,1,0
"GM40658",0,0,1,1,0,0,1,0
"SNHG10",0,0,1,0,1,1,1,0
"GM47805",0,1,1,0,0,1,1,0
"GM48539",1,1,1,1,0,0,0,0
"GM48607",1,0,0,0,1,0,1,0
"BB123696",0,1,0,0,1,1,1,0
"GM40910",1,0,1,1,0,0,1,1
"GM48236",0,0,1,0,1,1,1,0
"GM47925",0,0,1,0,1,1,0,1
"GM48242",0,1,1,0,0,1,1,0
"GM47507",0,0,0,0,1,0,0,1
"GM47695",0,0,0,0,1,1,1,0
"5033406O09RIK",0,0,0,1,1,0,0,1
"GM36529",1,0,1,0,1,1,1,1
"GM47448",1,1,1,0,0,0,1,0
"GM33785",1,0,1,0,0,1,1,0
"GM33195",0,0,1,0,1,0,0,1
"GM49384",1,1,1,0,0,0,0,0
"GM47904",0,1,1,0,0,0,0,0
"GM47216",1,0,0,0,0,1,1,0
"GM36607",0,0,1,1,1,0,0,0
"2210039B01RIK",0,0,1,0,0,1,0,1
"GM47882",1,1,0,0,1,0,0,0
"GM47003",0,1,1,0,0,0,1,0
"1700024I08RIK",0,0,0,0,0,1,1,0
"AC163032.1",0,1,0,1,1,1,0,1
"GM40392",0,1,1,1,0,0,1,0
"AC154808.1",1,0,1,0,0,0,1,1
"GM39473",0,1,1,0,0,0,1,0
"GM48503",0,1,1,0,0,0,0,0
"GM47450",0,1,1,0,0,0,1,1
"GM47456",0,0,1,0,0,0,1,1
"GM34719",0,0,0,1,1,0,0,1
"GM47868",1,1,0,0,1,0,1,0
"D230030E09RIK",0,0,0,1,1,0,1,0
"A030005L19RIK",0,0,0,1,1,0,1,1
"GM48550",0,1,0,0,1,1,1,0
"GM36500",0,1,1,0,0,1,0,0
"GM47802",0,0,1,0,0,0,1,1
"GM47683",0,1,1,0,0,0,1,1
"GM48605",1,0,0,1,0,0,1,0
"GM48383",1,1,1,0,0,0,1,0
"GM40437",1,1,1,0,1,1,1,0
"GM47167",0,1,0,0,1,0,1,1
"GM46323",1,0,1,1,0,0,0,0
"GM6566",0,1,1,0,0,0,1,0
"GM36235",0,0,0,1,1,0,1,0
"GM35732",0,0,1,0,1,1,0,1
"GM40477",0,1,0,0,0,0,1,1
"GM48847",0,0,0,1,1,0,0,0
"SCAMP4",0,0,1,0,1,1,0,0
"GM47080",1,1,0,0,1,0,0,0
"4933412O06RIK",0,1,1,0,1,0,0,0
"4930442G10RIK",0,1,1,1,0,0,1,0
"GM36372",1,0,0,1,0,0,1,0
"GM34276",0,1,1,0,0,0,0,0
"GM34557",1,0,0,0,0,1,1,0
"GM31333",0,1,1,0,1,1,0,0
"4930453C13RIK",1,1,0,0,0,0,1,1
"GM47013",0,0,0,0,1,1,1,1
"GM47375",0,1,1,1,0,1,0,0
"GM47648",0,1,0,0,1,1,1,0
"GM48664",0,0,1,0,0,0,1,1
"GM24474",1,0,1,1,1,0,0,0
"GM47432",1,1,1,0,0,0,1,0
"GM40662",1,1,0,0,1,0,1,0
"GM47109",1,1,1,0,0,0,1,0
"9630002D21RIK",0,0,1,1,0,1,1,0
"GM31126",1,0,0,0,0,0,1,0
"GM48228",0,1,1,0,1,0,0,0
"GM49321",0,0,0,0,1,0,0,1
"4930549C15RIK",1,0,0,1,1,1,1,0
"GM48616",0,0,1,0,1,0,1,1
"AC133498.1",0,0,0,0,1,1,0,0
"GM48896",0,0,1,0,0,0,0,1
"GM47116",0,0,0,0,1,0,1,1
"GM47979",0,1,0,0,0,0,0,1
"AC151530.1",1,0,1,0,1,1,1,0
"GM47713",0,1,1,0,0,0,0,0
"GM48301",0,1,1,0,0,1,1,0
"GM47639",1,1,1,0,1,0,0,0
"GM30239",0,0,0,0,0,1,0,1
"GM48795",0,0,1,0,0,0,0,1
"GM47728",0,1,0,0,1,0,1,1
"1700037F03RIK",0,1,0,1,0,1,0,0
"GM47460",1,1,0,0,0,0,1,0
"GM47408",0,1,1,0,0,1,1,0
"GM36423",0,0,1,0,1,1,1,0
"GM47701",0,1,0,0,1,1,0,0
"GM47646",0,1,1,0,1,1,0,0
"GM32296",0,1,0,0,1,0,0,1
"GM47194",0,1,1,0,0,0,1,0
"GM48656",1,1,1,0,0,1,0,0
"GM47662",0,0,0,0,1,1,0,1
"GM40849",1,1,1,0,0,1,0,0
"9330199G10RIK",0,0,1,1,1,0,1,1
"GM47547",1,1,1,0,0,1,1,0
"GM47039",1,1,0,0,0,0,1,0
"GM35279",0,0,1,1,1,1,1,0
"GM47520",0,1,1,0,0,1,1,1
"GM7480",1,1,0,0,0,1,1,0
"GM30551",0,1,1,0,0,0,0,0
"GM48433",1,0,1,0,1,1,0,0
"A330084C13RIK",0,1,1,0,1,0,0,1
"GM47985",0,0,1,0,0,0,0,1
"A430090L17RIK",0,0,1,0,0,1,1,0
"GM10353",0,1,0,1,1,0,1,0
"GM40968",0,0,0,1,1,1,0,0
"GM17747",1,1,1,0,1,0,0,0
"F530104D19RIK",0,1,1,1,1,0,0,0
"GM47360",0,0,0,1,0,1,1,0
"GM30108",1,0,1,0,0,1,1,0
"GM48163",0,0,0,1,1,0,1,0
"GM38655",0,1,1,1,1,0,0,1
"GM32063",0,1,1,0,0,0,1,0
"GM10734",0,1,1,1,1,0,0,1
"GM48746",0,1,0,0,0,0,0,1
"GM32224",0,1,1,0,1,1,1,0
"GM34585",0,0,1,1,0,0,0,1
"GM35333",0,1,0,0,0,1,1,0
"GM47849",0,0,1,0,1,0,1,0
"GM49027",1,0,0,1,1,0,1,0
"HIST1H2BM",1,0,1,0,0,1,1,0
"9630015K15RIK",1,1,0,1,0,0,1,0
"GM32123",1,0,1,0,1,1,0,0
"4930435F18RIK",1,1,1,0,1,0,0,1
"GM48683",0,0,0,0,0,0,0,1
"GM4022",0,0,1,1,1,1,1,0
"GM48099",0,0,0,1,1,0,0,1
"4930526H09RIK",0,1,0,0,0,1,0,0
"GM31452",0,1,1,0,0,0,1,1
"GM47758",1,1,1,0,0,0,1,0
"GM47349",0,0,1,0,1,0,1,0
"1700084D21RIK",0,1,1,0,0,0,1,0
"GM41031",0,0,1,0,0,0,1,1
"D14ERTD670E",1,1,0,0,0,1,1,0
"4931407E12RIK",0,0,0,0,1,1,0,1
"GM34961",0,0,1,1,0,0,1,0
"CT009713.1",0,0,1,0,0,0,0,0
"GM48449",1,1,0,0,0,0,1,0
"GM48596",1,1,1,0,0,1,1,0
"4933433G19RIK",0,0,1,1,1,1,1,0
"GM41077",0,0,1,1,1,0,0,1
"GM46411",1,0,0,0,0,0,1,1
"2310067P03RIK",0,1,1,0,0,0,1,0
"GM48708",0,0,0,0,1,0,0,1
"GM49355",1,1,1,1,0,1,0,0
"GM4241",1,0,0,1,0,0,1,1
"4930455J16RIK",0,0,0,1,1,1,1,1
"GM47734",0,1,1,0,0,0,1,0
"1700062C10RIK",1,0,1,1,1,0,1,0
"GM48439",1,1,0,1,0,0,0,0
"GM31227",0,0,1,0,0,1,0,1
"GM47533",0,0,1,1,1,0,0,1
"GM38604",1,0,1,0,0,1,1,0
"GM40915",0,0,1,0,1,0,0,1
"GM48765",1,1,1,0,1,0,1,0
"4930405A10RIK",0,1,0,0,1,0,1,1
"A930014D07RIK",0,1,1,0,0,0,1,0
"GM41030",0,0,0,0,1,0,0,1
"GM34586",0,1,1,0,0,0,0,0
"GM47414",0,1,1,0,0,0,1,0
"GM40264",0,1,1,0,0,0,0,0
"GM49391",1,0,1,1,1,0,0,0
"GM48488",0,0,1,0,1,0,0,1
"GM48283",1,1,0,0,0,1,1,0
"GM48395",1,1,1,0,0,0,1,0
"GM33472",0,0,1,0,0,0,0,0
"F630042J09RIK",0,0,1,0,0,0,1,1
"A530001N23RIK",0,1,1,0,0,0,0,0
"HIST1H2BH",1,1,1,0,0,0,0,1
"GM47551",0,0,0,1,0,1,1,0
"GM48155",0,0,1,0,0,0,1,1
"GM48879",0,0,0,0,1,0,0,1
"GM49398",0,1,1,0,1,0,1,1
"GM34388",1,0,1,1,1,0,0,0
"GM49144",0,1,1,1,0,0,1,0
"GM48447",0,0,1,0,0,0,0,1
"GM49393",1,0,0,1,1,0,0,0
"GM9984",0,0,1,0,0,1,0,0
"GM47071",0,0,1,0,1,1,1,0
"GM48321",0,1,1,0,1,0,1,0
"GM47348",1,1,1,0,0,0,0,0
"GM46440",0,1,1,0,1,0,1,0
"GM32067",0,0,0,0,1,1,0,1
"GM47990",0,1,0,1,0,1,1,1
"A530065N20RIK",0,1,1,1,0,0,1,1
"2610318M16RIK",0,0,1,0,0,0,0,0
"GM48837",0,0,0,1,1,0,1,1
"AC117608.1",1,0,1,0,1,0,1,0
"GM29680",0,0,0,0,0,1,1,0
"GM32184",1,1,1,0,1,0,0,0
"AC154646.1",1,1,0,0,0,1,1,0
"5430425K12RIK",0,0,0,1,1,0,0,1
"1700016K05RIK",0,0,1,0,1,1,0,1
"GM10739",0,1,1,0,1,1,1,0
"GM48500",0,1,1,0,0,0,1,0
"GM48732",0,0,1,1,0,1,1,0
"GM35215",1,1,0,0,0,1,1,0
"GM47732",0,0,0,0,0,0,1,1
"GM47814",0,1,1,0,0,1,1,0
"GM35217",0,0,1,0,0,1,1,0
"GM32401",0,1,1,0,0,0,1,1
"GM47067",1,0,0,1,1,1,1,0
"2010203P06RIK",1,1,0,0,0,0,0,0
"GM36161",1,0,0,0,0,1,1,0
"GM10732",1,1,1,0,0,0,1,0
"GM48370",0,1,1,1,1,0,0,0
"GM26754",0,0,0,1,1,0,0,1
"GM31107",1,1,1,0,1,1,1,0
"B230220B15RIK",0,1,1,0,1,0,0,1
"GM48399",1,1,1,0,0,0,1,1
"GM49392",1,0,1,1,1,0,1,0
"GM47851",0,0,0,1,1,0,0,1
"GM31834",0,1,1,0,0,0,1,1
"GM31946",0,0,0,0,0,1,1,0
"GM47243",0,1,0,1,0,0,1,0
"GM47888",0,1,1,0,1,0,1,0
"GM30127",0,1,0,0,0,0,1,1
"3110006O06RIK",1,1,1,0,1,0,0,0
"GM47918",0,0,0,1,0,0,1,1
"GM30008",0,1,0,0,0,1,1,0
"GM48707",0,1,1,1,0,0,1,0
"GM31683",0,1,1,0,1,0,1,0
"GM30918",0,0,1,1,0,0,0,0
"GM48775",0,1,1,0,0,0,1,0
"GM47381",0,0,0,0,1,0,0,1
"GM9465",0,0,0,0,1,0,0,1
"GM33321",0,1,0,1,1,1,1,0
"GM48648",1,0,0,0,0,1,0,0
"AC166061.1",0,1,0,0,1,0,1,0
"GM47731",0,1,1,0,0,0,1,1
"GM40923",0,1,1,0,0,0,1,0
"GM34471",0,1,1,0,1,0,0,0
"GM47938",1,0,0,0,1,1,1,0
"CT025624.1",0,1,0,0,1,0,0,1
"GM48900",1,1,0,0,0,1,1,0
"GM47914",1,0,1,0,0,1,0,0
"GM40918",0,0,1,0,0,0,0,0
"GM47336",0,0,1,0,0,1,1,0
"GM47936",1,1,1,1,0,0,1,0
"GM38409",0,1,0,1,0,0,0,1
"GM48802",1,1,0,0,0,1,0,1
"GM34059",0,0,0,1,0,1,1,0
"GM47242",1,1,0,1,0,0,1,0
"GM49354",0,0,1,0,1,1,1,0
"GM46392",1,0,0,0,0,1,1,1
"GM49064",0,0,1,1,1,0,1,0
"2210404E10RIK",0,0,1,0,0,1,1,0
"GM35281",1,1,1,0,0,0,1,0
"AI197445",0,0,1,0,1,1,1,1
"GM47754",1,1,0,0,1,1,1,0
"GM48594",0,1,1,0,0,0,1,0
"4930455M05RIK",0,1,1,0,1,1,1,0
"GM31577",0,1,1,0,0,0,1,0
"4921509O07RIK",0,1,1,0,0,1,0,1
"GM47782",0,1,0,0,0,1,0,0
"A930028N01RIK",0,1,0,0,1,0,1,0
"GM31600",0,1,1,0,0,0,1,0
"GM47947",0,1,1,0,0,0,1,0
"GM36101",0,0,1,1,0,0,1,0
"GM41118",1,1,1,0,0,0,1,0
"GM35164",0,1,1,0,0,1,0,0
"3110015C05RIK",1,1,0,0,1,0,1,0
"AI463229",0,0,1,0,1,0,0,1
"GM47400",0,0,0,0,0,0,0,1
"GM21388",1,1,0,0,1,0,1,0
"GM41192",0,0,0,1,1,0,1,0
"GM48703",0,0,0,0,0,1,0,1
"GM47352",0,0,1,0,1,0,1,0
"GM35733",1,1,0,0,1,1,1,0
"GM29927",1,1,1,0,0,0,0,0
"GM48595",1,1,0,1,1,1,0,0
"GM34354",1,0,0,0,0,1,0,0
"GM48770",1,1,1,1,0,0,1,0
"GM47735",0,0,1,0,0,0,0,1
"GM48824",1,0,1,0,0,1,1,0
"GM29776",0,0,0,0,0,0,1,1
"GM40922",1,1,1,1,1,0,0,0
"4930467J12RIK",0,0,0,1,0,1,1,0
"GM48860",0,1,1,0,1,0,0,1
"GM47272",0,0,1,1,1,1,1,0
"GM48684",1,0,1,0,1,0,0,0
"4930579J19RIK",0,0,0,1,1,0,0,1
"GM46419",0,0,0,1,0,0,1,1
"GM49352",0,1,0,1,0,0,0,1
"GM47794",0,0,0,1,1,0,0,1
"GM48250",0,0,0,0,1,1,0,1
"GM49345",0,1,1,1,1,0,1,0
"GM2379",0,1,0,1,1,0,0,0
"GM48441",1,1,1,0,0,0,1,0
"GM48342",0,1,1,0,0,0,1,1
"GM47061",0,1,0,1,1,0,0,0
"GM30054",0,0,0,0,1,1,1,0
"GM49361",0,0,0,1,1,1,1,0
"GM8947",0,1,1,0,0,0,0,1
"GM48265",0,1,1,0,0,1,1,0
"G630093K05RIK",0,1,0,0,0,0,1,0
"GM49162",0,1,1,0,0,0,0,1
"4933432I03RIK",0,0,1,0,1,1,1,1
"GM34093",1,1,0,0,0,1,1,0
"GM49226",0,0,0,1,1,1,1,1
"GM49303",0,1,0,1,1,0,1,0
"GM49097",0,1,1,0,1,1,0,0
"GM49192",0,1,1,0,1,1,1,0
"4930474H20RIK",0,1,1,0,0,1,1,0
"GM10847",0,0,1,1,1,1,0,0
"GM48933",0,1,1,0,1,1,0,0
"GM49054",1,0,1,1,0,0,0,0
"G930009F23RIK",0,0,0,0,1,1,0,0
"GM49231",0,0,0,1,1,1,0,1
"AL732309.1",0,1,1,1,1,0,0,0
"GM4278",0,0,1,0,1,0,1,0
"VMN1R218",0,0,1,1,1,1,0,0
"GM49387",1,1,1,0,0,0,1,0
"VMN1R81",0,1,1,0,0,1,0,0
"GM49262",0,0,0,0,0,0,1,1
"GM32455",0,0,1,1,0,1,1,0
"GM21154",0,0,0,0,1,1,1,0
"4930544F09RIK",1,1,1,0,0,1,0,0
"4930465K09RIK",1,1,1,0,0,1,1,0
"GM49189",1,1,1,1,1,0,0,0
"GM49165",1,0,1,0,1,0,0,1
"GM49016",1,1,1,1,1,0,0,0
"AC114585.1",1,1,1,0,0,0,1,0
"GM34934",1,1,0,0,1,1,1,0
"GM49263",1,1,1,0,0,0,0,0
"GM4632",1,0,1,0,0,1,0,0
"GM49236",0,1,0,0,1,1,1,0
"AC124561.1",1,1,1,0,0,0,1,0
"GM49201",0,1,1,0,0,0,1,0
"GM46515",1,1,1,0,0,1,1,0
"GM34794",0,1,1,1,0,0,1,0
"GM4251",1,0,1,1,0,0,1,0
"GM32764",0,1,0,1,0,1,1,0
"GM49256",0,0,1,0,0,1,0,1
"GM33251",1,1,0,0,0,0,1,0
"GM35166",1,0,1,0,0,0,1,1
"GM4681",0,0,1,0,0,0,0,1
"GM19276",0,1,1,0,0,0,0,0
"GM49240",0,1,1,0,0,1,1,0
"GM49067",0,1,0,1,1,0,1,0
"GM48912",1,0,0,1,0,0,1,0
"GM30159",1,1,1,0,0,0,0,0
"GM30563",0,0,1,0,1,1,1,0
"GM2582",1,0,0,0,0,0,1,0
"GM35996",0,1,1,0,0,0,1,0
"4930523O13RIK",0,1,0,0,1,1,1,0
"GM49128",1,1,1,0,0,1,1,0
"AC151836.1",0,1,1,0,1,0,0,0
"AC131068.1",1,0,1,0,1,0,1,0
"GM46516",0,0,1,0,0,0,0,0
"GM36642",1,1,0,0,1,0,1,0
"GM34250",0,1,1,1,0,0,0,0
"GM41148",0,0,0,1,0,1,0,1
"EEF1AKMT4",0,0,0,1,1,1,0,0
"AC154760.1",1,0,1,0,1,1,1,0
"AC174678.1",0,0,0,0,1,0,0,1
"GM33525",0,1,1,0,0,0,1,0
"4930402D18RIK",0,0,1,1,1,0,1,0
"GM49378",0,0,1,0,0,1,0,1
"GM49018",0,0,0,0,1,1,1,0
"GM49085",0,1,1,0,0,1,1,1
"VMN1R20",0,1,1,0,0,0,0,0
"GM35769",0,0,0,0,1,0,0,1
"GM49135",0,0,0,0,1,1,1,0
"AC154683.1",0,1,1,0,1,0,1,0
"4930557F08RIK",1,0,0,0,0,1,1,0
"VMN1R76",1,0,1,0,0,1,1,0
"4930529K09RIK",1,1,0,0,0,0,0,1
"AC154806.1",0,1,1,0,0,0,1,0
"GM34150",0,0,1,0,0,1,1,1
"GM34678",0,0,0,0,1,0,0,1
"GM49164",1,0,1,0,1,0,0,1
"GM33246",1,1,1,0,0,1,0,0
"GM49333",0,0,0,0,1,0,0,1
"4930434J06RIK",0,0,1,0,0,1,0,1
"GM49313",0,0,0,0,0,0,1,1
"GM35360",1,1,0,0,1,0,0,0
"GM48941",0,1,1,0,1,0,1,0
"GM32618",0,0,0,0,1,1,1,0
"4930524C18RIK",1,0,1,1,0,1,0,0
"GM34060",0,1,1,0,0,1,0,1
"GM35019",0,1,1,0,1,0,0,1
"GM30691",0,0,1,0,0,0,0,1
"GM49272",0,0,1,0,0,1,1,0
"GM48952",0,1,1,0,1,0,1,0
"GM34590",1,1,1,0,0,0,1,0
"PNP",0,0,1,0,0,0,0,1
"GM48913",0,0,1,0,0,0,0,0
"GM33497",0,1,1,0,1,1,1,0
"GM48968",0,0,0,0,1,0,1,1
"GM49083",0,1,1,0,0,0,1,1
"4930445E18RIK",1,1,1,0,1,0,0,0
"GM48942",0,0,0,0,1,0,0,1
"1700100I10RIK",0,0,1,0,0,1,1,0
"GM39653",1,1,0,0,1,0,0,0
"GM35909",1,0,1,0,1,1,0,0
"EPPK1",0,0,0,1,1,1,1,0
"GM49123",0,0,0,1,1,1,0,1
"GM49224",1,1,1,0,0,0,0,0
"GM41307",0,0,0,0,1,1,1,0
"2810457G06RIK",0,1,0,0,1,1,1,0
"GM49166",0,0,1,1,1,0,1,0
"4930452G13RIK",1,1,1,0,0,0,1,0
"D130079A08RIK",0,1,0,1,0,1,1,0
"GM41290",1,0,1,0,1,0,1,0
"GM41300",1,1,1,0,0,0,0,0
"D130009I18RIK",0,0,0,1,1,0,0,1
"GM49175",0,0,1,0,0,0,1,0
"GM49025",0,1,1,0,0,0,1,0
"BC048602",0,0,1,1,0,1,1,1
"GM49086",1,1,0,0,0,1,1,0
"GM41219",1,0,0,0,1,0,1,0
"GM35248",0,1,1,0,0,1,0,1
"GM49356",1,1,1,0,0,0,0,1
"GM49217",0,0,1,0,0,1,0,1
"4930430F21RIK",0,1,0,0,1,0,0,1
"GM49198",0,0,1,0,1,0,0,0
"GM33203",0,1,1,0,1,0,1,0
"GM49249",0,0,1,0,0,1,1,0
"AC166344.1",0,0,0,1,1,1,0,0
"GM49126",1,1,1,0,1,0,1,0
"4930404O17RIK",1,1,0,0,0,0,1,0
"GM49293",0,1,0,1,1,0,0,0
"GM49207",0,1,1,0,0,0,0,1
"GM10791",1,0,0,1,0,0,1,0
"GM41335",0,1,1,0,0,0,1,0
"GM49173",1,0,0,0,1,0,1,0
"9630013A20RIK",0,1,1,0,0,0,1,0
"GM35419",1,1,0,0,0,0,1,1
"GM41206",1,0,1,0,1,0,1,0
"GM32857",0,0,0,0,1,1,1,0
"AC125117.1",1,1,1,0,0,0,1,0
"GM49046",0,0,1,0,1,0,1,0
"1100001I12RIK",0,0,0,0,1,1,1,1
"5430440P10RIK",0,0,0,0,0,0,1,1
"GM48977",0,0,1,1,1,1,1,0
"GM34562",1,1,0,0,1,1,1,0
"GM49024",1,0,1,0,1,1,1,0
"GM2675",1,1,0,0,0,0,1,0
"GM41230",0,0,1,0,1,0,0,1
"GM31282",0,1,0,0,0,1,1,1
"GM48969",0,0,0,1,1,0,1,1
"GM49007",0,0,0,0,1,1,1,1
"4930447J18RIK",0,0,0,0,1,1,0,1
"GM49200",0,1,0,1,1,0,0,0
"GM48975",0,1,0,0,1,0,1,0
"GM45924",0,0,0,1,1,0,0,1
"GM41225",1,1,1,0,0,1,0,0
"AC124555.1",1,0,0,0,1,1,1,0
"GM49271",0,1,1,0,0,1,0,1
"GM49008",0,1,1,0,1,0,1,0
"GM19303",0,1,0,0,0,0,1,0
"4930556J02RIK",0,0,0,0,1,0,0,1
"GM41325",0,1,1,1,1,0,0,0
"GM32913",0,1,1,0,0,1,1,0
"4933425B07RIK",0,0,0,0,0,0,0,1
"GM10389",0,0,1,0,1,1,1,0
"GM49151",0,1,1,1,0,0,1,0
"GM49289",0,0,1,1,1,1,0,0
"4930449C09RIK",0,0,0,1,1,1,0,0
"GM2682",0,1,1,0,0,0,1,0
"GM48914",1,0,1,0,0,1,1,0
"GM49163",0,1,1,0,0,0,1,0
"GM49292",1,0,1,0,0,1,0,0
"GM49171",0,1,1,0,0,0,1,0
"VMN1R28",0,1,1,0,0,0,0,0
"GM49179",0,1,1,0,0,0,1,0
"GM49087",1,0,1,0,0,0,1,0
"4930572G02RIK",1,1,1,0,0,0,1,0
"4930432J09RIK",0,0,1,1,1,0,1,0
"GM49180",0,1,1,0,1,1,1,0
"GM49042",0,1,0,0,0,0,1,1
"VMN1R80",1,0,1,0,0,0,0,0
"GM49145",1,0,0,0,1,0,1,0
"GM41289",0,1,0,0,1,1,0,1
"GM49282",0,1,1,0,0,0,0,1
"GM48972",0,0,0,1,0,0,1,1
"GM34907",0,0,1,0,1,1,1,0
"GM10366",0,0,0,0,0,1,1,1
"GM48935",1,0,1,0,0,0,1,0
"GM31458",1,1,0,0,0,0,1,0
"GM41318",0,0,1,0,0,1,1,1
"GM10876",1,0,1,1,1,0,0,0
"4930592A05RIK",1,1,0,0,0,0,1,0
"GM49116",0,1,1,1,0,1,0,1
"BC1",0,0,0,0,0,1,0,1
"VMN1R16",0,1,1,0,0,1,1,0
"GM49101",0,0,1,1,1,0,1,0
"VMN1R19",0,1,1,0,0,0,0,0
"AC160336.1",0,0,0,0,1,0,1,1
"GM35496",1,1,1,0,1,0,1,0
"GM46447",0,0,0,0,0,1,1,0
"6330576A10RIK",1,1,0,0,0,0,1,0
"GM33450",1,0,0,0,0,1,1,0
"GM49004",0,1,1,0,0,1,0,0
"GM48960",0,0,1,1,0,0,1,0
"GM10385",0,0,1,0,0,1,1,1
"GM41144",0,0,1,0,0,1,0,1
"GM48956",1,0,1,0,0,1,1,0
"AL590144.1",0,0,1,0,0,0,1,1
"AC134453.1",0,1,1,0,1,0,1,0
"AL589670.1",1,0,0,0,0,1,1,0
"AC127687.1",1,1,1,0,0,1,1,0
"AC147230.1",1,1,0,0,1,0,1,0
"AC123059.1",1,1,1,0,1,1,0,0
"AC113595.1",0,0,0,1,1,1,0,1
"AC113587.1",0,0,1,0,1,1,0,1
"AC146911.1",0,0,1,0,1,1,1,0
"AC112943.2",0,0,1,0,1,0,1,1
"AC154509.1",0,1,1,0,0,0,1,0
"AC154256.1",0,0,1,0,0,0,1,0
"AC110211.1",0,1,1,1,1,0,1,0
"AC139347.1",0,0,1,0,1,1,1,0
"AC102334.1",0,1,1,0,0,0,1,0
"AC113595.2",0,0,1,0,1,1,1,0
"AC141880.1",1,1,0,0,1,0,1,0
"AC136372.1",0,0,1,0,0,0,1,0
"VPS28",1,0,1,0,0,0,1,1
"AC140304.1",1,0,1,0,1,1,0,0
"AC162302.1",1,1,1,0,0,1,1,0
"AC118475.1",0,0,1,0,0,0,0,1
"AC157554.2",1,1,1,1,1,1,0,0
"AC124490.1",1,0,0,1,1,1,0,1
"AC160335.1",0,1,1,0,0,1,1,0
"AC123870.1",0,1,1,0,1,0,1,0
"AC162693.1",1,1,1,0,0,0,0,1
"AC100400.1",0,0,1,0,0,0,1,1
"AL592169.1",0,0,1,0,1,1,0,0
"AC118008.1",1,1,1,1,0,0,1,0
"AL590144.2",1,1,1,0,0,1,1,0
"AC163018.1",0,0,1,0,1,1,1,0
"AC157583.2",0,1,1,0,1,1,0,0
"AC161199.1",0,0,0,0,1,1,1,0
"AC118710.3",0,1,1,0,0,0,0,0
"C030006K11RIK",0,0,1,1,0,0,0,1
"AL592187.4",0,1,1,1,1,0,1,0
"AC123724.1",0,1,1,0,0,0,1,0
"AC122275.2",1,0,0,1,0,0,1,0
"AC109617.1",0,0,0,0,0,1,1,0
"AC158922.1",1,1,0,0,0,1,1,0
"AC147041.1",0,0,0,1,1,1,0,0
"AC161165.3",0,0,0,0,1,1,1,1
"AC153010.1",0,1,0,0,0,1,1,0
"AL589670.3",1,0,0,0,0,0,1,1
"AL589670.4",1,1,0,0,0,0,1,0
"AC116487.2",0,0,0,1,1,0,1,0
"AC158397.1",0,1,1,0,0,0,0,1
"AC158554.1",1,0,1,1,0,1,0,0
"AC124097.1",0,0,1,0,1,1,1,0
"AL590144.3",0,1,1,1,0,0,1,1
"AC164069.1",1,0,1,0,0,0,1,1
"AC140403.3",0,1,1,0,0,0,1,0
"AC133868.2",0,1,1,0,0,1,0,0
"AC154606.1",0,0,1,1,0,0,1,0
"AC147230.2",0,1,1,0,1,1,1,0
"AL591952.1",0,0,1,1,1,0,0,0
"AC157554.4",0,1,0,0,1,0,1,0
"AC161165.4",1,0,0,0,1,1,1,0
"AC121517.1",1,1,1,0,0,0,1,0
"AC125526.1",1,1,1,0,1,1,0,0
"AC157610.1",0,0,0,0,1,0,1,1
"AC139671.1",0,0,0,0,1,1,0,1
